[22/3, 9:23:17] CONTROLLER COMMAND, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 9()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 11:55:46] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:46] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:46] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_VERSION --> 0()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_VERSION --> 1()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_VERSION --> 2()
[22/3, 11:55:46] VALUE ADDED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 11:55:46] NODE NAMING, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:47] NOTIFICATION, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:47] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:48] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[22/3, 11:55:48] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 0()
[22/3, 11:55:48] VALUE CHANGED, COMMAND_CLASS_POWERLEVEL --> 1()
[22/3, 11:55:48] VALUE CHANGED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[22/3, 11:55:48] VALUE CHANGED, COMMAND_CLASS_BATTERY --> 0()
[22/3, 11:55:48] VALUE CHANGED, COMMAND_CLASS_INDICATOR --> 0()
[22/3, 11:55:48] NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[122-3-26, 10:48:46] NODE ADDED, COMMAND_CLASS_NO_OPERATION --> 0()
[122-3-26, 10:48:46] NODE PROTOCOL INFO, COMMAND_CLASS_NO_OPERATION --> 0()
[122-3-26, 10:48:46] ESSENTIAL NODE QUERIES COMPLETE, COMMAND_CLASS_NO_OPERATION --> 0()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_SWITCH_BINARY --> 0()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 0()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 1()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_ZWAVEPLUS_INFO --> 2()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 1()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 2()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 3()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 4()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 5()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 6()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 7()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 8()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_CONFIGURATION --> 9()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 14()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_NOTIFICATION --> 256()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 0()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 1()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_MANUFACTURER_SPECIFIC --> 2()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 0()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 1()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 2()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 3()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 4()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 5()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 6()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 7()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 8()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_POWERLEVEL --> 9()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_BATTERY --> 0()
[122-3-26, 10:48:46] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[122-3-26, 10:48:46] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[122-3-26, 10:48:46] GROUP, COMMAND_CLASS_NO_OPERATION --> 0()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_VERSION --> 0()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_VERSION --> 1()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_VERSION --> 2()
[122-3-26, 10:48:46] VALUE ADDED, COMMAND_CLASS_INDICATOR --> 0()
